"Story","Title","Result","Date","Stability","Duration (s)"
"login in sharsharp page and create a new business unit and afer this create a new meeting","login in sharsharp page and create a new business unit and afer this create a new meeting","FAILURE","2022-12-01T15:58:24.713-05:00[America/Bogota]","0.0","16.31"
"As a user, I want login in the Star Sharp Page so i should create a new meetings","Create a meeting succesfully","FAILURE","2022-12-02T11:38:22.729-05:00[America/Bogota]","0.0","23.14"
